uuid,Members,Fully specified name:fr,Fully specified name:en,Short name:fr,Short name:en,Data class,Data type,_version:1,_order:860
d7a76773-10d7-4118-9f6d-157d7efb4a5c,,Streptokinase,Streptokinase 1 500 000UI,Streptokinase,Streptokinase 1 500 000UI,Drug,N/A,,
1b9e7103-d996-4af8-987c-94492147836b,,Streptomycin,Streptomycine 1g,Streptomycin,Streptomycine 1g,Drug,N/A,,
95b9a35b-4ac6-4b81-91e5-da787497b7c7,,Sufentanil,Sufentanil 50µgs/10ml,Sufentanil,Sufentanil 50µgs/10ml,Drug,N/A,,
1f4c7162-9739-41cc-b9ea-80c91336815e,,Sulfadiazine Film,Sulfadiazine argentique 1%,Sulfadiazine Film,Sulfadiazine argentique 1%,Drug,N/A,,
b5113ba7-a3af-49f3-a2f6-8926b65c537d,,Sulfadiazine,"Sulfadiazine, 500mg",Sulfadiazine,"Sulfadiazine, 500mg",Drug,N/A,,
08a20856-14cf-4969-84db-8512b842ae2f,,Sulfadoxine + Pyrimethamine,Sulfadoxine+pyriméthamine 525mg bl,Sulfadoxine + Pyrimethamine,Sulfadoxine+pyriméthamine 525mg bl,Drug,N/A,,
a088542b-1799-46fc-9f1c-6f17e28f2228,,Sulfaméthonium,Sulfaméthonium 100mg/10ml,Sulfaméthonium,Sulfaméthonium 100mg/10ml,Drug,N/A,,
eb5051ab-d83f-4a3d-9fbd-281328cbea9b,,Sulfamethoxazole + Trimethoprine (Cotrimoxazole),Sulfamethoxazole+Trimethoprine (Cotrimoxazole) (400mg+180mg)/5ml,Sulfamethoxazole + Trimethoprine (Cotrimoxazole),Sulfamethoxazole+Trimethoprine (Cotrimoxazole) (400mg+180mg)/5ml,Drug,N/A,,
d954f69b-6ed9-471c-b305-37a630397653,,Sulfamethoxazole + Trimethoprine (Cotrimoxazole),Sulfamethoxazole+Trimethoprine (Cotrimoxazole) 100mg+20mg,Sulfamethoxazole + Trimethoprine (Cotrimoxazole),Sulfamethoxazole+Trimethoprine (Cotrimoxazole) 100mg+20mg,Drug,N/A,,
6eef930a-ae16-4fd9-a14a-1ea342c689b0,,Sulfamethoxazole + Trimethoprine (Cotrimoxazole),Sulfamethoxazole+Trimethoprine (Cotrimoxazole) 240mg/5ml buvable,Sulfamethoxazole + Trimethoprine (Cotrimoxazole),Sulfamethoxazole+Trimethoprine (Cotrimoxazole) 240mg/5ml buvable,Drug,N/A,,
62b45796-fb9b-453e-bbf9-71560ba77963,,Sulfamethoxazole + Trimethoprine (Cotrimoxazole),Sulfamethoxazole+Trimethoprine (Cotrimoxazole) 400mg+80mg,Sulfamethoxazole + Trimethoprine (Cotrimoxazole),Sulfamethoxazole+Trimethoprine (Cotrimoxazole) 400mg+80mg,Drug,N/A,,
02564672-3d0b-4df2-8a4a-8c108021800b,,Sulfamethoxazole + Trimethoprine (Cotrimoxazole),Sulfamethoxazole+Trimethoprine (Cotrimoxazole) 800mg+160mg,Sulfamethoxazole + Trimethoprine (Cotrimoxazole),Sulfamethoxazole+Trimethoprine (Cotrimoxazole) 800mg+160mg,Drug,N/A,,
e1ac5601-d5ac-4731-ac56-946e0369fceb,,Sulfamethoxazole + Trimethoprine (Cotrimoxazole),Sulfamethoxazole+Trimethoprine (Cotrimoxazole) 800mg+160mg -,Sulfamethoxazole + Trimethoprine (Cotrimoxazole),Sulfamethoxazole+Trimethoprine (Cotrimoxazole) 800mg+160mg -,Drug,N/A,,
e51d33c6-04dd-4d65-b8fd-143e64ed0d66,,Sulfamethoxazole + Trimetropine (Cotrimoxazole),Sulfamethoxazole+Trimetropine (Cotrimoxazole) (200mg+40mg)/5ml buvable,Sulfamethoxazole + Trimetropine (Cotrimoxazole),Sulfamethoxazole+Trimetropine (Cotrimoxazole) (200mg+40mg)/5ml buvable,Drug,N/A,,
7f047378-d14e-42f1-95f2-c22ca66b1247,,Sulfamethoxazole + Trimetropine (Cotrimoxazole),Sulfamethoxazole+Trimetropine (Cotrimoxazole) (400mg+80mg)/5ml,Sulfamethoxazole + Trimetropine (Cotrimoxazole),Sulfamethoxazole+Trimetropine (Cotrimoxazole) (400mg+80mg)/5ml,Drug,N/A,,
e96e2cef-4a85-45bd-82b1-c393b0a1f885,,Barium Sulphate,"Sulfate de Baryum 350mg/150ml poudre, aqueuse",Barium Sulphate,"Sulfate de Baryum 350mg/150ml poudre, aqueuse",Drug,N/A,,
07585fda-7073-4bca-a91c-df6b155e64a7,,Magnesium Sulfate,"Sulfate de magnésium 1,5 g/10ml",Magnesium Sulfate,"Sulfate de magnésium 1,5 g/10ml",Drug,N/A,,
bd0212e4-95e0-4cb0-9144-78a9cfda7dfd,,Magnesium Sulfate,Sulfate de magnesium 500mg/ml/2ml,Magnesium Sulfate,Sulfate de magnesium 500mg/ml/2ml,Drug,N/A,,
386aa349-50e7-45d1-b1a9-934bde0e9a83,,Zinc Sulphate,Sulfate de Zinc 10mg,Zinc Sulphate,Sulfate de Zinc 10mg,Drug,N/A,,
26255a15-2fc3-4749-9f32-1eb2c6bbe48a,,Zinc Sulphate,Sulfate de Zinc 10mg/dosage,Zinc Sulphate,Sulfate de Zinc 10mg/dosage,Drug,N/A,,
7da2d725-2ef9-42ba-b35a-6a428420c204,,Suxamethonium Hydrochloride,Suxaméthonium Chlorhydrate 500mg/10ml,Suxamethonium Hydrochloride,Suxaméthonium Chlorhydrate 500mg/10ml,Drug,N/A,,
7a1dd4a5-eae3-49f9-8bd3-5a7ceb2105ae,,Tamoxifen,Tamoxifène 10mg,Tamoxifen,Tamoxifène 10mg,Drug,N/A,,
e5b15a9a-2db9-4e7f-8b7d-1550c97e62e3,,Terbutaline,"Terbutaline 0,5mg/ml sc, IM et IV",Terbutaline,"Terbutaline 0,5mg/ml sc, IM et IV",Drug,N/A,,
bccec372-652b-48bd-b0fe-b8fa018e080f,,Tetracaine,"Tétracaïne 0,5%",Tetracaine,"Tétracaïne 0,5%",Drug,N/A,,
076872cf-79bd-4718-bae4-46c6d9f89753,,Tetracyclin,"Tétracycline 0,01%",Tetracyclin,"Tétracycline 0,01%",Drug,N/A,,
f4b70a6a-0cb4-4eee-884b-4e811a774d6e,,Tetracycline,Tétracycline 1% ophtalmique,Tetracycline,Tétracycline 1% ophtalmique,Drug,N/A,,
c99d9990-e299-4ffa-8755-122b4f89a4cf,,Tetracycline Ophthalmic Ointment,"Tétracycline ophtalmique 1% 5g,",Tetracycline Ophthalmic Ointment,"Tétracycline ophtalmique 1% 5g,",Drug,N/A,,
db8c5ab2-08a6-488f-8ffe-28571512e185,,Thiamphenicol,Thiamphenicol 500mg,Thiamphenicol,Thiamphenicol 500mg,Drug,N/A,,
2835d966-5dd5-4967-8d8d-74c72a90a9c3,,Thiamphenicol,Thiamphenicol 750mg,Thiamphenicol,Thiamphenicol 750mg,Drug,N/A,,
cb8417d1-4b2c-4207-9761-6a18a22a6f1c,,Thiopental Sodium,"Thiopental sodique 0,5g",Thiopental Sodium,"Thiopental sodique 0,5g",Drug,N/A,,
fae8a682-f9d0-4055-8301-98509f2ad9ee,,Thiopental Sodium,Thiopental sodique 1g,Thiopental Sodium,Thiopental sodique 1g,Drug,N/A,,
cf29afac-9226-42cb-b1f8-2e8ab1e98e16,,Sodium Thiosulfate,Thiosulfate de sodium 250mg,Sodium Thiosulfate,Thiosulfate de sodium 250mg,Drug,N/A,,
0214ebd3-ee92-4b79-9ccc-171f4bd97fae,,Sodium Thiosulfate,Thiosulfate de sodium 250mg/ml/50ml,Sodium Thiosulfate,Thiosulfate de sodium 250mg/ml/50ml,Drug,N/A,,
b8a9d975-9b48-4bdf-8d81-412d1cf7ce30,,Timolol,"Timolol 0,50%",Timolol,"Timolol 0,50%",Drug,N/A,,
4262c253-53bb-4a09-b5be-33da5b9dd4f0,,Timolol,Timolol 02%,Timolol,Timolol 02%,Drug,N/A,,
32d3cf30-9170-42d8-adbe-7ef4ecdbb1e4,,Tinidazole,Tinidazole 500mg,Tinidazole,Tinidazole 500mg,Drug,N/A,,
08d8e80d-fb5a-4fce-b74b-02f439f0d607,,Tramadol,Tramadol 50mg,Tramadol,Tramadol 50mg,Drug,N/A,,
e5fd8b59-ec8a-4731-b8b7-ed0ecb76f8d2,,Tramadol,Tramadol 50mg -,Tramadol,Tramadol 50mg -,Drug,N/A,,
f10db7fb-ece8-4400-83ca-af10ae4ce3f6,,Triamcinolone,Triamcinolone 80mg/2ml,Triamcinolone,Triamcinolone 80mg/2ml,Drug,N/A,,
3b82c33f-cbde-47af-a050-37bb7d928e61,,Trihexyphénidyle,Trihexyphénidyle 2mg,Trihexyphénidyle,Trihexyphénidyle 2mg,Drug,N/A,,
2620606f-a03e-465b-81d2-00a826e563e1,,Trihexyphénidyle,Trihexyphénidyle 5mg,Trihexyphénidyle,Trihexyphénidyle 5mg,Drug,N/A,,
d13dab19-3816-4210-bc72-6b1d5fc228ec,,Trimebutine + Rusgogenine,"Trimebutine+Rusgogenine 1,16g+100mg",Trimebutine + Rusgogenine,"Trimebutine+Rusgogenine 1,16g+100mg",Drug,N/A,,
45a484b7-f3da-44e4-bad0-955f2c34c4f6,,Trimebutine + Rusgogenine,Trimebutine+Rusgogenine 120mg+10mg,Trimebutine + Rusgogenine,Trimebutine+Rusgogenine 120mg+10mg,Drug,N/A,,
9d6faa8d-b5cd-494d-a82b-62cdc42d1a65,,Glyceryl Trinitrate,Trinitrine 500µg sublingual,Glyceryl Trinitrate,Trinitrine 500µg sublingual,Drug,N/A,,
357fd181-ca82-4ee8-98ae-fa36ad3a453a,,Triptorelin,"Triptoreline 11,25mg/dose",Triptorelin,"Triptoreline 11,25mg/dose",Drug,N/A,,
22aae7a7-7db5-4e11-a987-0c635e80f611,,Tropicamide,"Tropicamide 0,5%",Tropicamide,"Tropicamide 0,5%",Drug,N/A,,
7f18c44a-1b7e-4ab8-9e04-0c2d503ddf37,,"Human Rabies Vaccine, Monodose",Vaccin antirabique humain monodose,"Human Rabies Vaccine, Monodose",Vaccin antirabique humain monodose,Drug,N/A,,
4130d097-dc1e-48ba-8c84-5401543d0259,,Meningococcal Vaccine A + C + Y + W,Vaccin méningoccocique A+C+Y+W 135 10 doses,Meningococcal Vaccine A + C + Y + W,Vaccin méningoccocique A+C+Y+W 135 10 doses,Drug,N/A,,
a87890bf-fb8f-47f7-8ecd-1cb2ee8b8d4f,,Vancomycin,Vancomycine,Vancomycin,Vancomycine,Drug,N/A,,
67ec8c31-134b-47c0-8ab3-8d8bb6423c94,,Vaseline,Vaseline,Vaseline,Vaseline,Drug,N/A,,
41887cb1-40e1-4ccb-a5a1-73e95369319b,,Vecuronium,Vécuronium,Vecuronium,Vécuronium,Drug,N/A,,
2a4f4af5-96fe-4d85-8bec-c253a997746f,,Verapamil,Vérapamil,Verapamil,Vérapamil,Drug,N/A,,
2da290d6-7437-4fc0-a661-22fa6d7da860,,Verapamil,Vérapamil -,Verapamil,Vérapamil -,Drug,N/A,,
91cb88c1-3f19-4c17-b7c2-3db462a2c6bc,,Vercuronium Bromide,Vercuronium Bromure poudre pour 4mg,Vercuronium Bromide,Vercuronium Bromure poudre pour 4mg,Drug,N/A,,
829baf82-3f77-4cdc-b274-710a0dc8dd94,,Vinblastine,Vinblastine 10mg/FL,Vinblastine,Vinblastine 10mg/FL,Drug,N/A,,
62e88ed5-8b6a-496a-bf0d-d26f8c83bd60,,Vincristine,Vincristine 1mg/FL,Vincristine,Vincristine 1mg/FL,Drug,N/A,,
f78d9fef-6193-4305-b995-1160ab02d965,,Vindesine,Vindésine 1mg/FL,Vindesine,Vindésine 1mg/FL,Drug,N/A,,
d776ffa7-c7a6-47ec-8a8f-67f5e9e4fa4a,,Vindesine,Vindésine 4mg/FL,Vindesine,Vindésine 4mg/FL,Drug,N/A,,
698e8740-1852-4dc2-91b2-7cbd0d73331c,,Vinorelbine,Vinorelbine 10mg,Vinorelbine,Vinorelbine 10mg,Drug,N/A,,
42dd066d-09cc-47ab-955d-e1bfd79b1c27,,Vinorelbine,Vinorelbine 50mg,Vinorelbine,Vinorelbine 50mg,Drug,N/A,,
ce73a82e-dafb-4a66-8e1e-d068484dca87,,Vitamin B,Vitamin B complex,Vitamin B,Vitamin B complex,Drug,N/A,,
bfda0ee0-43f8-494e-89db-7fa4a8524aae,,Vitamin A,Vitamine A 15 000UI/10ml,Vitamin A,Vitamine A 15 000UI/10ml,Drug,N/A,,
a0b6b764-d84a-4c85-9618-c3a7e6142040,,Vitamin A,Vitamine A 2500UI/10g,Vitamin A,Vitamine A 2500UI/10g,Drug,N/A,,
7853499c-c5a8-4d60-8271-86c4a3c0627b,,Vitamin C,Vitamine C (Acide ascorbique),Vitamin C,Vitamine C (Acide ascorbique),Drug,N/A,,
88ee1a96-6a52-4af8-8cd4-8afe0f6bbadb,,Vitamins B Complex (B1 + B6 + B12),"Vitamines B Complexe (B1 +B6 +B12), sous blister",Vitamins B Complex (B1 + B6 + B12),"Vitamines B Complexe (B1 +B6 +B12), sous blister",Drug,N/A,,
d4911e82-01b0-4003-b375-6f6c3912963a,,Warfarin,"Warfarine 0,5mg",Warfarin,"Warfarine 0,5mg",Drug,N/A,,
a54db945-8df0-483d-a8ed-4b4b954c6625,,Warfarin,Warfarine 1mg,Warfarin,Warfarine 1mg,Drug,N/A,,
c141c00d-7193-419b-b317-0408a83e5b1b,,Warfarin,Warfarine 2mg,Warfarin,Warfarine 2mg,Drug,N/A,,
e5761b9b-667d-447b-bc0d-56cb838ad419,,Warfarin,Warfarine 5mg,Warfarin,Warfarine 5mg,Drug,N/A,,
e84dcceb-7956-498e-94c0-e29866cb2e12,,Xenon Inhalation,Xenon,Xenon Inhalation,Xenon,Drug,N/A,,
fabd686f-63b1-42c9-ae01-ae5a59534ea0,,Xylene,Xylène 5%,Xylene,Xylène 5%,Drug,N/A,,
1f3acc24-97e4-4519-a5b5-f6cbf0904f4c,,Actinomycin,Actinomycin D 0.5mg,Actinomycin,Actinomycin D 0.5mg,Drug,N/A,,
11fd7ae0-8352-410d-9faa-821b83c354c1,,Activated charcoal,Activated Charcoal 125mg tabs,Activated charcoal,Activated Charcoal 125mg tabs,Drug,N/A,,
7e3d0100-04b7-4528-ac22-9d572cefe55f,,Acyclovir,Acyclovir 400mg,Acyclovir,Acyclovir 400mg,Drug,N/A,,
0be81d97-ebbe-49ea-a4b4-094246bc797b,,Acyclovir,Acyclovir 800mg,Acyclovir,Acyclovir 800mg,Drug,N/A,,
25b2e764-af16-4858-a0ac-52e41f304938,,Allopurinol,Allopurinol 300mg Tablets,Allopurinol,Allopurinol 300mg Tablets,Drug,N/A,,
35455eb1-6f3a-4e15-bbe3-1a5c56e22cc3,,Amethocaine HCL,Amethocaine HCL 0% eye drops,Amethocaine HCL,Amethocaine HCL 0% eye drops,Drug,N/A,,
270a24b6-9ba8-4e7d-b274-cc13369060b9,,Amitriptyline,Amitriptyline 25mg tabs,Amitriptyline,Amitriptyline 25mg tabs,Drug,N/A,,
287fa653-88df-4d91-a947-3d4a6b17131a,,Amox,Amox Sus 125mg/5ml Pulv 100ml tabs,Amox,Amox Sus 125mg/5ml Pulv 100ml tabs,Drug,N/A,,
79c12309-b25e-4752-a038-4fe18eb51127,,Amoxiclav,Amoxiclav 250/125,Amoxiclav,Amoxiclav 250/125,Drug,N/A,,
eacbd53a-6079-4817-ac78-1d4557ecfa6a,,Amoxiclav,Amoxiclav 250/62(Co-amoxiclav),Amoxiclav,Amoxiclav 250/62(Co-amoxiclav),Drug,N/A,,
2303dac4-ec04-4d64-87ab-b43fc98bcf4c,,Amoxiclav,Amoxiclav 500/125,Amoxiclav,Amoxiclav 500/125,Drug,N/A,,
04fc94a3-0764-4304-a866-199dd2b96d34,,Ampicillin,"Ampicillin 1gm inj, 1 vial",Ampicillin,"Ampicillin 1gm inj, 1 vial",Drug,N/A,,
dc8dbb0f-73cd-4294-9762-d553bc289f94,,Anti Haemorrhoid,Anti Haemorrhoid Suppo.,Anti Haemorrhoid,Anti Haemorrhoid Suppo.,Drug,N/A,,
522e12af-af18-4ff0-8d1d-63d8a00afddd,,Aspirin,Aspirin 100mg Tablets,Aspirin,Aspirin 100mg Tablets,Drug,N/A,,
8644b5f7-c72c-478a-a401-1f07a111f747,,Aspirin,Aspirin 500mg Tablets,Aspirin,Aspirin 500mg Tablets,Drug,N/A,,
1ab6f263-f5c8-4df4-8778-f9e26736a0b2,,Atenolol,Atenolol 25mg tablets,Atenolol,Atenolol 25mg tablets,Drug,N/A,,
0f4bd680-c9ec-46af-83bc-4f60c9611675,,Atorvastatin,Atorvastatin 20mg,Atorvastatin,Atorvastatin 20mg,Drug,N/A,,
50fa49fc-6dc8-456f-82ee-bcfbdbe538c3,,Atorvastatin,Atorvastatin 40mg,Atorvastatin,Atorvastatin 40mg,Drug,N/A,,
799e1b38-2c8c-4155-9a48-1b4e8a7655d7,,Atropine,Atropine 1% eye ointment 5 g,Atropine,Atropine 1% eye ointment 5 g,Drug,N/A,,
9e9acdbf-01be-4a62-998d-65b5ef2a22af,,Auricularum Otic,Auricularum Otic. Tripple Act,Auricularum Otic,Auricularum Otic. Tripple Act,Drug,N/A,,
fa91b564-8c0d-4554-acf0-adea9eb68804,,Azithromycin,Azithromycin 250mg Tablets,Azithromycin,Azithromycin 250mg Tablets,Drug,N/A,,
083193c5-583d-44a7-8147-e9c1147b6537,,Azithromycin,Azithromycin 500mg Tablets,Azithromycin,Azithromycin 500mg Tablets,Drug,N/A,,
274a412c-a9a0-48bc-9ed6-f034fe840140,,Beclomethazone,"Beclomethazone 80mcg, 120 doses, inhaler",Beclomethazone,"Beclomethazone 80mcg, 120 doses, inhaler",Drug,N/A,,
205fcc21-a9c6-46fc-aa0a-aeed7f406f27,,Benzhexol,Benzhexol (trihexiphenidy) 2mg,Benzhexol,Benzhexol (trihexiphenidy) 2mg,Drug,N/A,,
6a4fb445-92e9-469a-b912-800894e43e47,,Benzhexol,Benzhexol (trihexiphenidy) 5mg,Benzhexol,Benzhexol (trihexiphenidy) 5mg,Drug,N/A,,
cb66eb4e-6ae2-44bf-8a03-7d81ca4f95d4,,Bisacodyl,Bisacodyl 5mg tabs,Bisacodyl,Bisacodyl 5mg tabs,Drug,N/A,,
661f13d6-cd30-4b8a-91d5-2667877d78b5,,Bisoprolol,Bisoprolol 10mg Tablet,Bisoprolol,Bisoprolol 10mg Tablet,Drug,N/A,,
951bef18-f4fd-49ba-9db6-0475eaf4dd17,,Brimonidine,Brimonidine eye drops,Brimonidine,Brimonidine eye drops,Drug,N/A,,
25990bed-5fb4-4bbb-bb9f-db83a5c2efe5,,Bromocriptin,Bromocriptin 2.5mg Tablets,Bromocriptin,Bromocriptin 2.5mg Tablets,Drug,N/A,,
67abc8b0-6763-4adc-8e98-1a3fa2007b6b,,Bromocriptin,Bromocriptin 5mg Tablets,Bromocriptin,Bromocriptin 5mg Tablets,Drug,N/A,,
ae3613fd-2a0b-4cc0-a618-10ffdbedbc3b,,Budesonide,Budesonide 64mg nasal spray,Budesonide,Budesonide 64mg nasal spray,Drug,N/A,,
29ee98cd-4bc2-48e3-957d-18cdc918ef33,,Cafiene,Cafiene tabs,Cafiene,Cafiene tabs,Drug,N/A,,
c27f30dd-69d2-4cfe-8315-c60a621d8623,,Calamine Lotion,Calamine Lotion 100ml Topical,Calamine Lotion,Calamine Lotion 100ml Topical,Drug,N/A,,
3b79c7c2-8158-42f7-90ee-6852e28af0b1,,Calcium Lactate,Calcium Lactate 300mg Tablets,Calcium Lactate,Calcium Lactate 300mg Tablets,Drug,N/A,,
a1156915-59b8-4668-a9ac-76bdd9141622,,Cebedexacol,Cebedexacol Eye Drops 5ml,Cebedexacol,Cebedexacol Eye Drops 5ml,Drug,N/A,,
77fe0e5a-253f-406c-b2d6-d942f4e5ec40,,Cefixime,Cefixime 100mg/5ml powder,Cefixime,Cefixime 100mg/5ml powder,Drug,N/A,,
1a8724ae-1e61-4527-8062-a86fb50098a4,,Cefixime,Cefixime 400mg Tablets,Cefixime,Cefixime 400mg Tablets,Drug,N/A,,
225b6283-af91-42e5-a775-1792a640ed09,,Celecoxib,Celecoxib 200mg Tablets,Celecoxib,Celecoxib 200mg Tablets,Drug,N/A,,
2ea88f9f-1cd0-4495-ae10-882d1cedf9a8,,Cephalexin,"Cephalexin 500mg Capsules, 100",Cephalexin,"Cephalexin 500mg Capsules, 100",Drug,N/A,,
5af8dff4-ac5b-4d72-a689-833d21c726da,,Chloram+Dexa,"Chloram 05%+Dexa 0.1%, 5ml",Chloram+Dexa,"Chloram 05%+Dexa 0.1%, 5ml",Drug,N/A,,
6ee0d51f-64d4-440f-bfa8-3607bfebf94c,,Chloramphen,Chloramphen Sus 125mg/5ml,Chloramphen,Chloramphen Sus 125mg/5ml,Drug,N/A,,
42f268df-517a-43a7-992b-7400a7655176,,Chloramphenicol,Chloramphenicol 0.5% Drop 10ml,Chloramphenicol,Chloramphenicol 0.5% Drop 10ml,Drug,N/A,,
800d4f2a-68fd-47f7-824c-9f1228b071a6,,Chloramphenicol,Chloramphenicol 1% Oint.Ophth.,Chloramphenicol,Chloramphenicol 1% Oint.Ophth.,Drug,N/A,,
33dc1788-77cb-45bd-bc16-d43bbdd20414,,Chlorpromazine,Chlorpromazine 50mg/2ml inj,Chlorpromazine,Chlorpromazine 50mg/2ml inj,Drug,N/A,,
4adec824-d2dd-4c5d-b451-ceaad8596705,,Cholpheniramine,Cholpheniramine 2.5mg,Cholpheniramine,Cholpheniramine 2.5mg,Drug,N/A,,
36622f7e-128c-4f6e-9ef9-3fc8d9097284,,Ciproflox,Ciproflox 0.2% Otic drops (cetraxal),Ciproflox,Ciproflox 0.2% Otic drops (cetraxal),Drug,N/A,,
c6d19810-48f9-49cb-a835-cde29229fcd7,,Ciprofloxacin,Ciprofloxacin 0.2% Otic 5ml CP,Ciprofloxacin,Ciprofloxacin 0.2% Otic 5ml CP,Drug,N/A,,
bfdd569f-7cf6-47d6-a4a7-24631f73c1d2,,Ciprofloxacin,Ciprofloxacin 0.2%w/vIV 100ml,Ciprofloxacin,Ciprofloxacin 0.2%w/vIV 100ml,Drug,N/A,,
faf58499-639f-4576-964b-4b79589dcb3e,,Ciprofloxacin,Ciprofloxacin Eye/Ear drops,Ciprofloxacin,Ciprofloxacin Eye/Ear drops,Drug,N/A,,
b433c9ac-6cee-48c6-a407-911ded449164,,Ciprofloxacin/Flucinolone,Ciprofloxacin/flucinolone Otic,Ciprofloxacin/Flucinolone,Ciprofloxacin/flucinolone Otic,Drug,N/A,,
93d311c9-4d3f-4403-9228-508eaa44cb94,,Ciprofloxacine/Tinidazole,Ciprofloxacine 500mg/Tinidazole - 600mg,Ciprofloxacine/Tinidazole,Ciprofloxacine 500mg/Tinidazole - 600mg,Drug,N/A,,
562f324f-b54b-4118-bbde-8174aff2359a,,Clindamycin,Clindamycin 300mg/2ml 1 ampoule,Clindamycin,Clindamycin 300mg/2ml 1 ampoule,Drug,N/A,,
fa3f0254-8ace-41fa-b1be-11078c9ebc04,,Clomiphene,Clomiphene citrate 50mg Tabets,Clomiphene,Clomiphene citrate 50mg Tabets,Drug,N/A,,
90a231fd-2720-4d89-8291-f68e7119c309,,Cloxacillin,Cloxacillin 125mg/5ml 100ml,Cloxacillin,Cloxacillin 125mg/5ml 100ml,Drug,N/A,,
3a8fa3b6-8ab5-41e3-a724-01c65ac70bb0,,Codeine + Paracetamol,Codeine/Paracetamol 50mg/600mg,Codeine + Paracetamol,Codeine/Paracetamol 50mg/600mg,Drug,N/A,,
fbc11800-4598-47c8-9fb4-214030d0fafa,,Cornergel,Cornergel 10g,Cornergel,Cornergel 10g,Drug,N/A,,
5b997c81-ddde-4879-9eef-58ba30063e36,,Co-Trimaxazole,Co-Trimaxazole 200/40mg/5 Susp,Co-Trimaxazole,Co-Trimaxazole 200/40mg/5 Susp,Drug,N/A,,
f97f7920-e416-478d-a6b2-ad82cd3d4916,,Co-Trimaxazole,Co-Trimaxazole 400+80mg Tablets,Co-Trimaxazole,Co-Trimaxazole 400+80mg Tablets,Drug,N/A,,
77acdedf-1498-4901-a68e-cee40ab02d2c,,CPD Podophyllin,CPD Podophyllin 25% per touch,CPD Podophyllin,CPD Podophyllin 25% per touch,Drug,N/A,,
107b8ae9-f3e0-4f21-854f-bd150db0c858,,Cyclopentolate HCI,"Cyclopentolate HCI, 1% eye drops",Cyclopentolate HCI,"Cyclopentolate HCI, 1% eye drops",Drug,N/A,,
0e21e7e6-704c-4e6f-a744-952b67f42b71,,Cyclopentolate,"Cyclopentolate, 0.5% eye drops",Cyclopentolate,"Cyclopentolate, 0.5% eye drops",Drug,N/A,,
61119710-1d48-4e99-9e0a-fc6b974fb92a,,Deep,Deep Relief Cream,Deep,Deep Relief Cream,Drug,N/A,,
a4e406f4-4a52-46e0-97b9-4958a81c4db7,,Depoprovera,Depoprovera 150mg inj,Depoprovera,Depoprovera 150mg inj,Drug,N/A,,
acb2bf1b-6577-4705-8a12-7ab8cc340d91,,Dex,"Dex 5%/1/2 N.S IV, 1000ml",Dex,"Dex 5%/1/2 N.S IV, 1000ml",Drug,N/A,,
aed077df-38d7-47d6-90b7-9615883d364b,,Dex,"Dex 5%/1/2 N.S IV, 100ml",Dex,"Dex 5%/1/2 N.S IV, 100ml",Drug,N/A,,
fe8522d4-de1d-4cec-9326-31c97ef9ef15,,Dex,"Dex 5%/1/2 N.S IV, 250ml",Dex,"Dex 5%/1/2 N.S IV, 250ml",Drug,N/A,,
7a5f4f2f-1d00-4569-ba2c-f12b933673b4,,Dex,"Dex 5%/1/2 N.S IV, 500ml",Dex,"Dex 5%/1/2 N.S IV, 500ml",Drug,N/A,,
ae172760-dec9-4173-92be-37ae9befe80a,,Diclofenac,Diclofenac eye drops,Diclofenac,Diclofenac eye drops,Drug,N/A,,
6598f1f8-e169-4c6b-a97c-ed1e02413b1b,,Dithranolis,Dithranolis oint. 0.1%,Dithranolis,Dithranolis oint. 0.1%,Drug,N/A,,
d8926e9b-e1cd-4036-abbb-7788b583e750,,Doxazosin,Doxazosin 2mg,Doxazosin,Doxazosin 2mg,Drug,N/A,,
953dc2d8-1b59-4844-8060-cb4f716cccf9,,Doxazosin,Doxazosin 4mg Tablets,Doxazosin,Doxazosin 4mg Tablets,Drug,N/A,,
dafbb8ee-c79e-4534-852e-26bb8a4433e3,,Doxorubicin,Doxorubicine 50mg inj,Doxorubicin,Doxorubicine 50mg inj,Drug,N/A,,
7b375226-229e-4c06-a059-336460f3106c,,Econazole,Econazole 2% eye drops 5ml,Econazole,Econazole 2% eye drops 5ml,Drug,N/A,,
0dd13961-cb28-4589-8fef-4737d431e9a2,,Endoxan,Endoxan 1gm inj,Endoxan,Endoxan 1gm inj,Drug,N/A,,
913898d2-354f-4a42-86f5-c5911aefe3af,,Ephedrine,Ephedrine 30mg Tablet,Ephedrine,Ephedrine 30mg Tablet,Drug,N/A,,
ded63e77-0279-4ec6-b21d-01ba43007eaa,,Ephedrine,Ephedrine 50mg injection,Ephedrine,Ephedrine 50mg injection,Drug,N/A,,
ac41f35e-848b-483b-868e-6416937a2a7f,,Erythromycin,"Erythromycin 125mg/5ml, Oral",Erythromycin,"Erythromycin 125mg/5ml, Oral",Drug,N/A,,
84881ca8-d9cb-4458-80ac-2653c337b727,,Etoposide,Etoposide 50mg inj,Etoposide,Etoposide 50mg inj,Drug,N/A,,
1e25baf6-82dd-470f-81a3-22f21213480f,,Ferrous Sulphate,Ferrous Sulphate 200mg,Ferrous Sulphate,Ferrous Sulphate 200mg,Drug,N/A,,
7d66bc0e-802b-4e9b-b683-6c042bd5c6ab,,Ferrous Sulphate,Ferrous Sulphate syr 12mg/ml,Ferrous Sulphate,Ferrous Sulphate syr 12mg/ml,Drug,N/A,,
